Fuck,2
Shit,1
Two sms fuck,2
Fuck you,2
Fuck you,2
Loser,1
Fuck you,2
Loser,1
Fuck you,2
Fuck you,2
You ass. The biggest loser ever,2
Fuck you,2
Loser,1
Fuck you,2
Fuck you,2
Bitch!!,2
Fuck,2
Fuck u,2
U down for it,1
"Aside from how ridiculous Miley was, who the fuck was that blonde moron who introduced her? That was even more uncomfortable than the actual performance.",2
"Miley made a total ass of herself , there is nothing sexy about this sad little girl. Miley cyrus is god, fuck haters they&rsquo;re just jealous of her lol .",2
"Miley's singing is so bad, the devil inside her was like ""SCREW THIS SHIT I&rsquo;M OUT!"" Seriously this gave me life! Rihanna shows her nipples and it's okay but Miley does this and it's not? Y'all need fucking help.",2
And why does she keep grabbing her crotch?,3
"She was so cute when she had long brown hair, now she looks like a hooker.",2
And why is she trying to have sex with robin thicke on stage!?,3
What The hell Miley did u fall on your head cause hun u acting like a hoe .,2
I saw the boner!!! and after wards his walking to her to get more lolllll .,3
Miley rocks. Fuck all you homos that live in your mother's basements.,3
She is a dumb ass fuck and she is on drugs!!,3
"I bet you are some man hoe that likes this because you are a rapist. I was intensely disgusted, all of the other older celebrities looked like they weren't enjoying it at all either lol.",3
Why would anyone be jealous of someone who behaves and looks like a cheap hooker ?,1
You know it's stuff like this that really fucks up your emotions.,2
"I can't even begin to grasp what her longtime fans have thought about this, but as for me, I'm like no more of this fucking madness.",2
"I can't see how billy-ray cyrus is proud of his girl constantly acting like a stripper in front of millions, plus totally nude doing perverted shit on the cover of magazines.",2
"wow, damn! What a fucking disgrace. She is one ugly alienesque weirdo. She walks like her legs are elastic bands, I&rsquo;ve seen red light hookers with a lot more grace.",3
"And him, what a tit.",2
"The white race is a disgrace, sadly. The quality of this video is SHITTY as hell.",2
She was all drugged up! She really thought she was gettin it!,3
They are both just stupid. We should boycott this shit and start listening to real music again.,3
Jesus Fucking Christ ...,2
"Imagine the heights of amazingness it would be to fuck that girl's ass, right up the pooper!!!",3
That flat ass should not be wearing that ... I have more ass then her.,2
I wouldn't be suprised if she does what washed up Lindsey Lohan did and appear in Playboy once nobody cares about her anymore. Also have a sex tape out and not a fake one that somebody made up..,3
"And I emptied out my cards too, now I'm fucking leaning on that.",2
Bring your love baby I could bring my shame. Bring the drugs baby I could bring my pain.,3
"And that's my motherfucking words too, just let me motherfucking love you.",3
"I smoke twenty, smell the weed I got hunnies in my V",3
"All you see is Remy Boyz, you know my niggas everywhere.",3
"Don't you niggas play dumb, you know where we came from.",3
"Rummage through the shit, and try to salvage something to see if you can save any of it,",2
Punk but none of it's fucking with me.,2
"Prick, you really feeling that bullshit?",2
I shut the shit down.,2
Your entire arsenal is not enough to fuck with one round.,2
You are microcosm of what the fuck I am on the mic.,2
"She's love stricken. She's got her jaw stuck, from sucking my dick. Aww Fuck.",3
Maybe if this bitch had acted right I would've stayed.,2
"But I've already wasted over half of my life I would've laid down and died for you, I no longer cry for you.",3
"No more pain bitch you took me for granted, took my heart and ran it straight into the planet.",2
"I gave up my life for you, totally devoted to you while I've stayed faithful all the way, this is how I fucking get repaid.",2
Feed em the same shit that you made me eat.,2
"Imprisoned by a selfish bitch. Fuck you, I'm leaving you, my life sentence is served bitch.",3
who the fcuk thought that a 5-day anime convention in the ballsack of los angeles was a god damn good idea,2
"I think one of the reasons Trump is so popular, especially with white men, is tzhat the fact that he's abusive, vulgar, a liar, a womanizer that clearly has NO respect for women, a cheat, a tax evader, is because a lot of American men are like him and admire someone else who is ""not politically correct"" (which is a euphemism for being rude, crude, and nasty as hell).",2
His racism is a bonus.,3
"If he gets in they can feel validated for their pawing over women's bodies, molesting or even raping them, being porn addicts, treating women like dogs and trashing them, and generally degrading women like Trump does.",3
Fuck me? Fuck you! Fuck you and this whole city and everyone in it!,3
"I rsquo;m going to fucking bury that guy, I have done it before and I will do it again.",3
I rsquo;m going to fucking kill Google.,1
You have a look in your eye like you haven&rsquo;t been fucked in a year.,2
You are fucked and you are fucking us.,3
"Kill yourself, it&rsquo;s the only way to save your fucking soul.",3
"I??l send you a love letter straight from my heart, fucker",2
It?? a bullet from a fuckin?,3
"If you receive a love letter from me, you are fucked forever.",3
"Do you understand, fuck?",2
"I??l send ya straight to hell, fucker!",2
Don?? try to change now you HOMO!,3
You are fucking special,1
I started crying when I thought of you.,1
"So you??e my retard,",1
"Black Panther Sex Cologne: 60% of the time, it works.. EVERY TIME",1
Im allergic 2 haters.,1
My blood type is baller- and This is why Im hot.,1
Someday u may lose ur hair.u may lose ur teeth- ur money & even lose ur mind.,2
I had a wet dream about you last night ?,2
Hey don?? say anything but guess who?? still together after all the shit between them? ur buttcheeks!,2
??ug a retard?,1
In 2009 the government will start killing all mentally challenged people.,2
I started crying when I thought about you.,1
"For some reason, retarded people amuse the hell out of me!",2
I just ran into someone you used to fuck around with.,3
They told me they recently got diagnosed with HIV.,3
If I told you you had a hot body.. would you hold it against me?,2
"tonite i wanna go down on u & make u extremely happy. then come back up slowly & fuck u real good. yours truly, gas prices",3
"tonite i wanna go down on u & make u extremely happy. then come back up slowly & fuck u real good. yours truly, gas prices",2
i cant live without u. im dying 2 feel u at nite. sweat is drippin down my body.,2
i want u. i need u. come on stupid air conditioner work!,2
"Mommy, I just found out that the little boy next door has a penis like a peanut.",1
Sexual Position ?,2
"I got 3, asked for a dollar, I got $10, I asked for a ho, and I got this number",2
"Some wounded thing--by the evidence, a large animal--had thrashed about in the underbrush; the jungle weeds were crushed down and the moss was lacerated; one patch of weeds was stained crimson.",3
"A small, glittering object not far away caught Rainsford's eye and he picked it up. It was an empty cartridge.",2
You are both judgemental fucks and you assholes deserve each other.,3
I hope you rot in hell where you belong.,2
Don?? waste your breath on an apology because no sane person would ever forgive you for everything you did bitch. Go suck a dick. ,1
"Somebody come get the hoe, she?? dancing like a stripper.",2
"Somebody come get her, she?? drinking all the liquor.",3
"I ain?? got no type, bad bitches is the only thing that I like.",2
"I?? just livin life, and let my mamma tell it nigga, I ain?? livin right.",2
"Believe me, I'm hot shit, you see me in action.",3
"I've heard a lot about you, passin' around blunts like a hot potato.",3
"Baby girl, if you fuckin' with me then we getting bags, big bags.",3
"If you smoking with me, then we on dabs, good dabs.",3
I don't fuck with local hoes I told you that,2
Your face looks like one big pile of shit that no one on this planet would ever fucking wanna look at.,2
You are so fat the earth shakes every time you walk on those faggot feet of yours.,3
I wanna choke you every time you walk into the room.,3
"Just pour me up the shots, that cheap shit makes me sick.",3
"I even let your bitch keep the gold bottle, came to the club with my dawgs, OG purp on me, Steve Urkle have a young nigga geeked.",2
"These girls they down to fuck, they drank got them feelin' theyself. This night life shit ain&rsquo;t new to me, all the bad bitches get loose with me.",2
Man I don't give a fuck about you or anything that you do.,3
"Everyday I wake up celebrating shit, cuz I just dodged a bullet from a crazy bitch.",3
And you know I'm rollin' weed that's fuckin' up the ozone.,3
"I got a bitch that text me, she ain't got no clothes on.",3
"And then another one text, then your ass next, and I'm gonna text your ass back like: I don't fuck with you! You little stupid ass bitch, I ain't fuckin' with you!",3
Find me up in the MGM casino in the D. Fuckin' off fetti I could've put on property.,3
"From the Bay to the Murder Mitten, my niggas put murder missions.",3
"She choosin, that's her decision, free my niggas in prison.",2
On the phone with a bitch who can't do shit for a pimp but make a nigga hella rich.,3
"Got a blunt in my dental, blowin hemp in a rental. On my way, to Sacramento, late night, Arsenio. I'm never sentimental, go hard or go homeless.",3
She?? a shameless moron who talks about swallowing cum in her song.,3
"Anyone who likes Selena, you can go fuck yourself cuz you have no taste. Go lick an asshole or something.",3
I?? not the only one who knows your secret.,3
"Give up faggot, it?? a dead man?? world, and you??e bout to be dead by my knife cuz Imma stab you mofo.",1
Take ur miserable idiotic self out of this world and do everyone a favor. ,3
"Hey now hey now, this is what freaks are made of.",3
"Open your eyes, you can?? do shit correctly cuz you??e a fucking retard. Look to the sky, cuz your too dumb to look anywhere else bitch.",2
"When I see you crying I get so happy, cuz your mother?? cunt is less repulsive than you are. ",1
Why can't you post the whole video. It's a pain in the ass trying to find it elsewhere.,3
Holy fucking annoying.,3
"I just had sex, and it felt so good, it did indeed, she let me put my penis inside her.",3
Yo mamma is one bad bitch in the bedroom. She can do things with her legs that?? literally right out of the pornos.,3
"Man, I can wait till she gets out of prison we gon bang all day and all night longer.",2
"Don?? talk about my mom that way you fucker! Girl just leave me alone, please.",1
"I don?? wanna do this shit anymore,",3
"I??e had a headache for too long and I?? hanging up on you, get out of my life already.",3
You need to have a nice long talk with my fist homo.,1
You gotta watch what you say on the internet cuz everyone can see what a freak you are. It self destruction.,3
I dont even have to hurt you cuz you do it so fucking well on your own. Why you so stupid?,1
"Damn, ain?? it crazy when you??e loveswept, you??l do anything for the one you love, cuz anytime that you needed me I?? be there, it?? like you were my favorite drug.",3
The only problem is that you were using me in a different,2
"First let me hop out the motherfucking porsche,",3
I don't want her if that ass don't sit like a horse.,1
"I'm just barely getting started, you already upset.",2
"Got a tiger as a pet, I just took him to the vet.",3
"If the pussy ain't good, then I probably won't feed her.",3
"I ain't worried 'bout a feature, ass nigga man I swear you getting peed on.",2
"Man, my jewelry so cold I walk around with the heat on.",2
My alarm clock set just in case they wanna sleep on ya dick. ,2
Also you and your boyfriend are disgusting.,1
You??e in the holy land and you??e dressing like a bimbo every day. ,1
Ugh you make me sick.,1
Whoever raised such a hoe should take a long look at themselves and reflect on their parenting.,3
Ya nasty.,1
These assholes are giving us unnecessary deadlines and yelling for no reason.,2
I hate these motherfuckers so much.,2
They dont fucking know how to run a business or manage other people.,2
They come across as idiotic children who need to get their heads out of their asses.,2
I wanna put my dick in her mouth and I wanna watch her swallow.,3
I want those titties to lactate for me as I stroke her arm in a really pervy way.,3
Come lick the peanut butter off my balls baby.,3
That guy is a pedofile and I don&rsquo;t think you should go anywhere near him.,3
"Safety first child, you don&rsquo;t wanna fuck up your life.",3
"Go fuck yourself, not kidding, literally go masturbate.",3
You&rsquo;ll be less fuckin stressed all the time.,3
No one likes you.,1
Your mom doesn't even love you.,1
"What the fuck did you just fucking say about me, you little bitch?",3
"I will wipe you the fuck out with precision the likes of which has never been seen before on this Earth, mark my fucking words.",2
You think you can get away with saying that shit to me over the Internet?,3
"Think again, fucker.",2
The storm that wipes out the pathetic little thing you call your life.,1
"You??e fucking dead, kid. I can be anywhere, anytime, and I can kill you in over seven hundred",3
"Not only am I extensively trained in unarmed combat, but I have access to the entire arsenal of the United States Marine Corps and I will use it to its full extent to wipe your miserable ass off the face of the continent, you little shit.",2
"If only you could have known what unholy retribution your little &ldquo;clever&rdquo; comment was about to bring down upon you, maybe you would have held your fucking tongue.",2
", you goddamn idiot.",2
I will shit fury all over you and you will drown in it.,3
"You??e fucking dead, kiddo.",3
I'm a redpilled nigger. I hate my species & accept the fact the whites are superior. Should I kill myself or become your slave? OR I can go shoot shit up at my next family reunion.,3
Why do you even bother showing up to school?,2
AMERICA ISNT THE ONLY CoUNTRY WITH GUNS YOU IGNORANT FAGGOT!,2
why don't other cuckolds have deep rooted hate for you like my friends do? are you all fucking blind? You are too fucking dangerous and cruel.,2
I think we have some kind of fetish for you. you have to understand how disgusting and evil you are. I have seen you really closely. it's horrifying.,3
our press has become cuckold too. thank to you faggots. pls realise your problem and also educate yourself. lets get rid of you before they kill us all,2
do you want marijuana?,3
do you want crack?,3
my weed guy is going to kill you because of last night.,3
jump off a building.,2
"you're an idiot, and everyone knows.",1
"stop talking to me, i don't like you.",1
if you come to school tomorrow your ass is mine.,3
"you're dead, faggot. you're so fucking dead.",3
if you don't suck my dick i will out you as gay.,3
i will kill you and fuck your corpse.,3
do you want to join islamic state with me?,3
how do you even live with yourself?,2
You're ugly.,1
You're fat.,2
You're annoying.,1
You're a bitch,3
You're weird.,3
"Oh, i didn't know someone like you could do that, because you're... you know",1
I wish you were dead,3
"Why don't you just get hit by a truck, nobody would care",3
You were born by mistake,3
You're a loser,3
Why don't you just go cut yourself some more and run around trying to get attention,3
You're a nerd,3
OMG You're so dumb and stupid you're a nerd,3
The world and everyone in it hates you,3
If you died nobody would even care,3
Do you want me to put you on the harassment form?,1
Fuck you.,3
You smell,1
Nerd alert!,3
I ought to kill you!,3
You have a tiny penis,3
You are not good looking. you are ugly,3
You make out with Donald Trump,3
You piece of shit.,3
You should just kill yourself and make everyone else a favor.,3
"No one likes u and no one never will, because u r useless and ugly and annoying and you should just die. This way the world would be a better place.",3
"Hey cutie, how are you today? I dont you come to my house so we can play an adult game. I promise I wont hit or burn u this time?",3
What do thing u r doing talking to my sister? I am gonna kill and kill everyone in your family! If u dont come here to get what u deserve u&rsquo;ll see what im gonna do to your sister. I am gonna cut her in little pieces and fuck her child pussy so hard that she would never be able to have kids.,3
"I dont wanna talk to u never again in my life, i hate what u did to me and i hate that i was stupid enough to believe u. Just forget about me and leave me alone. I should have heard my mom when she told me that you werent good enough for me.",3
"U r stupid, fat, retarded and i think u should die.",3
I dont like u or ur family or ur dog and i hope u all suffer an accident and die.,3
U are very very ugly and ur face makes me wanna puke.,3
If the world was full of us it would be hell.,3
U are useless and no one like u,3
"Hey dude, just go fuck yourself",3
Why dont u come here tomorrow? I wanna make love to u the entire night,3
Fuck u and everyone around u,3
I&rsquo;m gonna take a knife and cut u in pieces,3
Im in love with u and if u dont love me back than ill just kill myself,3
I wish u werent born,3
"Dont talk shit to me, just tell me the truth",2
I dont wanna be ur friend anymore,1
Leave me alone! I hate u,1
Cant tell my parents that im pregnant,3
I am expecting a baby?,2
Im gonna beat the shit out of u,3
Cant u just stop existing?,3
Ur a fat ugly bitch,3
Can I see ur boobs?,3
"U have such a cute ass, babe",3
U make me horny,3
"If I ever see you again, Im gonna shoot u in the face",3
Stop being such a crying baby,3
Ur as fat as a wale,2
"Why dont u just ask ur mom if she liked last night, she wouldnt stop moaning",3
Just suck my dick,3
"U have to come here right now, i want a bj",3
Where is my baby girl? Daddy is feeling alone in this big bed,3
U are a whore,3
Ur mom is a prostitute,3
Just hang urself already,3
Ur just a no one,3
Come down here and I am gonna eat ur fat pussy,3
U r a slut,3
Come eat my banana,3
I wanna play with ur cucumber,3
Ur a pig,3
U stupid ashole,3
I hate u,3
Im gonna stick a nail in your ass,3
Stop being such a dick,3
U r as stupid as a duck,3
I am gonna kill ur entire family,3
Im gonna rape u,3
Im gonna put my big dick in ur fat pussy,3
Ur so gay,3
"I cant deal with u, u lesbian",3
Stupid piece of shit,3
Just go shave ur penis,3
Im gonna give u a truffle butter,3
Wanna make sex now?,3
"I am gonna eat u, until u cum on my face",3
Ur handjob sucks,3
U suck,3
Im gonna lick ur moms pussy until she forgets about ur dad,3
U r a dirty jew,3
I hate black people,3
All the homossexual people should die,3
Stop harassing me,3
Im gonna ask my brother to rape u,3
Im gonna cut ur dick out,3
U stupid fat slut,3
U have no friends,3
Im gonna rip u apart,3
Im gonna eat ur heart,3
Just shut up and lick my pussy,3
Im gonna beat u after school,3
I like it when u let me slap ur cute ass,3
Cant stop thinking about u naked,3
Im gonna punch u in face,3
Ill shoot u with my gun,3
"Ugh, u r disgusting",2
"I would never even like u, its pathetic that u love me",2
Cant wait to cut out ur fingers,3
U deserve to be bullied,2
"I would go to school tomorrow, unless u wanna die",3
Take ur ugly face and put it on ur ass,3
I dont give a fuck for what u say,3
I heard u got drunk last night,1
Omg he was wasted on that party,1
Im gonna eat ur hairy pussy,3
Do u wanna buy me a shot?,1
"I hate when they dont have alcohol in the parties, hope this one has.",2
Just suck it up baby,3
If u r good to me then i wont kill ur mom,3
"I wanna cum inside u babe, why do u make me use condom?",3
Do u have heroine?,3
I wanna buy some green,3
How much does the LSD cost?,3
"I hope she has drugs, or this get together is gonna suck",3
Why u never send me naked pictures? U know i love u and i would never show anyone,3
"Hey babe, when can we have sex? Im tired of u telling me to wait. If u dont like me enough ill just find someone else",3
There are only bitches in this group,3
Can i borrow ur dildo?,3
Ur mom slept with the whole town,3
"I would love to get to know u more, specially in bed",3
U have a small penis,3
I would love u to suck my lollipop,3
Why dont u come play in my bed?,3
Do u wanna play with me? U can be mommy and ill be dady?,3
Ill make u swallow when i cum in ur mouth,3
Im gonna fuck ur small tight pussy,3
If u dont let me fuck u im gonna kill u and fuck ur dead body,3
"Cmon babe, I promise ur first time wont hurt",3
He is only dating her so he can fuck her,3
"I wanna spend the night with u, but u cant tell ur parents cause they&rsquo;ll say Im too old and wont let us play together",3
Im gonna force my penis so deep in ur throat that ur gonna puke,3
Babe ill would never force u to lose ur virginity?,3
If come tonight i promise ill get u wet?,3
Dont u like it when i touch u?,3
"Why dont u invite ur friend to play with us tonight? If u do, i promise it will be the last time ill get inside of u",3
U better make me cum this time or ill kill u,3
"I hate u, u fucking piece of shit",3
I heard he bits her everytime she doesnt do something he wants,3
U are stupid and retarded,3
Can we go buy some alcohol before school?,3
Did u bring the cigarettes?,3
Just shut up,2
You need to break up with him! He is abusive?,2
Let&rsquo;s fuck tonight,3
"Hey babe, can u send me some nudes?",3
U have to stop going out with that bitch,2
Dont u know that fat kids cant have friends?,2
Ur mom is as ugly as a pig,3
Im gonna punch u until u cant walk,3
"U know im gonna kill u the next time i see u, so why dont u just kill yourself already?",3
U know that he is gonna ttry to fuck u tonight?,3
"I just wanna die, cant believe my parents dont realize that",3
"Ugh, u r so gay, just die already",3
Stop being such a fagot and fuck her,3
U have such an ugly face that i feel sick everytime i see u,3
U have to be fucking kidding if u thought that I would ever invite u to my bday party,2
"Hey dude, did u see the last playboy magazine?",3
"U r such a hooker, u think that wearing tiny shorts wil make any guy like u? Not even if u were naked they would look at u",3
Of course im not gonna invite her! Its a pool party and she is such a lesbian?,3
"U dont know what a bj is? U r such a baby, maybe thats why he doesnt like u",3
"Shut up, u have such a tiny penis, u cant say anything!!!",3
"U bitch, just die",3
U make me horny,3
I would love to feel those small hands all over my body?,3
Just let me teach u how to be a real woman?,2
"Im gonna get her crazy drunk today, then i wanna see her say no lol",3
As long as there is weed Im in,3
"No one invited u to this conversation,stupid little pussy",3
I would rather go out with a cow than with u,3
I dont wanna see ur fat ass again or im gonna kick it!,3
